g_del_cd,g_len,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
t334,0.094906077953665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.11.03230,0.24749367209888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aar_1.11.01606,0.8040517875929,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
rib_1.10.01291,0.967551873666,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
t333,0.11918507295423,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
o8255,6.6923711927333,,5.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,,,
ode_1.13_1182,0.031375125989551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.3_04000,0.028336011943135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.3_01940,0.22073953507782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t232,0.030864300479474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.12_299,0.10664442053207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2098,1.0170375870521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8787d,0.20400995592577,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
1.5.c-0760-010,0.10892385173214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6.d-0360-030,0.14214516282821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6438,9.8528217372895,,,,,,3.0,,,,3.0,,,,4.0,,,,,4.0,3.0,3.0,,,,,,4.0,
t375,0.047750884261044,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
ode_1.13_415,0.22777449905738,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,
aal1.2.0174,0.13068082649707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7831,9.1552426581627,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,4.0,,,,,,5.0,,
rib_1.11.02867,0.272089025411,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
o3364,0.51583134125158,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,
rib_1.10.02558,0.6188481513743,,,,,,,,,,1.0,1.0,,,2.0,,,2.0,,,,2.0,,,3.0,,,,
o5336,0.58294432587207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_3.1_04780,0.19869647866095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.14_174,0.065700991845821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.2_12280,0.13552973376077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.14_275,0.31645777402218,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
o6711_x,9.055610975111,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0
o8877,11.081848104924,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,,,,,4.0,,,,,,4.0,
o8137_d,13.674774747946,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,4.0,5.0,,,,,,4.0
rib_1.10.03224,0.64982159197962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.b-0790-010,0.44918597398111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.00397,1.3423226280441,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o7229,1.109519282594,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
t286,0.12381181174571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9803,0.50967219196807,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
aal1.1.0332n2,0.57063627037738,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
1.6.d-0360-040,0.35909933552823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7.c-0455-020,0.18841262687117,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
o5187,0.69163531513222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t261,0.066361764552665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_256,0.3727075294169,,4.0,4.0,4.0,3.0,4.0,4.0,,,4.0,5.0,4.0,,4.0,,,,,,,,,,,,,,
o7641,0.67383143338636,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,
rib_1.11.02866,0.22516155861619,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,3.0,
rib_1.10.01652,0.4997015898375,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
o10550c,8.2729359510307,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
nyk_2.6_3195,0.086267864973087,,3.0,,,,,,4.0,3.0,2.0,5.0,4.0,,,,,,,,,,,,,,5.0,,
ode_1.13_264,0.11549750607846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4756,2.2040950660019,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
t64_x,0.41525301362244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t244,0.30195002566836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.4_02742,0.22128161772176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.11.01517,0.13718121291302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3328,1.0658225859886,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0
t393,0.28422678979043,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,
ode_1.13_860,0.67178136818713,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8544,15.063472706181,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,,3.0,,,,,,,,4.0,,
t190,0.059079758734237,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
t379,0.11178729663598,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
ode_1.12_296,0.23803368117848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7848,8.2709180307136,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0
o6338,6.4562516993192,,,,,,,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,4.0,4.0,3.0,,4.0,4.0
ros_2.1_05460,0.012461654590049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6.c-0260-010,0.30704141625467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8969,12.989974941155,,,,,,,,,,,,,,,,3.0,,,,3.0,,,,,,,,2.0
t367,0.15572877801688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o1844,1.2573574081641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t53,0.36596271821618,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,,
ode_1.15_19,0.15619441657215,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o7185_d,0.84028812340972,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,
o7441,0.56307074264984,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
o10427_b,11.388168731917,,,,,,,,5.0,4.0,5.0,5.0,5.0,5.0,,,5.0,,,5.0,,,,,,5.0,,,
o6582,4.6083700831628,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
aal1.2.2530,0.085481118239071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_374,1.1493785519398,,,,,,,,3.0,,3.0,,2.0,,3.0,,,,,,,,,,,,2.0,,
nyk_2.6_3314,0.55855848110785,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
rib_1.10.03273,0.61411350174282,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
ode_1.12_356,0.21473807999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8936,10.963041602716,,,,,,,,2.0,3.0,2.0,2.0,3.0,,,,4.0,,,,2.0,,3.0,,,,,,3.0
t321,0.12981803652507,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
t389,0.10579561604027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.03325,0.73589832368353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.01908,0.16201779921262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5694,0.76534496076049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_1890,0.47808572091671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5455_d,0.080114439908668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_1553,0.59005590144349,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
t84,0.18703117852204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.6_3555,0.53825412674027,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
aal1.3.0044n2,0.16616446563539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7.c-0295-020,0.53173945983249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.14_175,0.67134246526909,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,
1.6.c-0610-010,0.72261515070113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6487,0.91087239957948,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
ros_2.1_07380,0.14414338134431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_2166,0.1620967720627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.2_12320,0.062935713920179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9005,11.60761435072,2.0,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,,3.0,3.0,,,,,,3.0,,
ros_3.1_05880,0.20196344480206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t187,0.19296437360595,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
nyk_2.5_1a,0.40841957047635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9010_c,15.522470528722,4.0,4.0,4.0,4.0,,,4.0,5.0,4.0,5.0,4.0,5.0,,4.0,,,,,,3.0,,4.0,,,4.0,,,4.0
ros_2.1_09160,0.24058208643222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t396,0.099389600266161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.4_13240,0.59667039341667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6.c-0175-040,0.073505280751506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.6_3731,0.86906319873764,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
ode_1.13_248,0.30948627983738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rin_1.8_10399,0.23352757089479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.2_00180,0.52326731772561,,,,,,,2.0,,,,3.0,,,3.0,,,,,,,,,,,,,,
ode_1.12_298,0.021681883879386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4407,1.1690115997556,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,4.0,,,
o10295,3.5762927041387,,,,,,,,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
1.6.b-0435-020,0.15560672951762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.e-0875-010,0.28712779696661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t419,0.34523687153187,,,,,,,4.0,,,,4.0,,,,4.0,,,,,,,,,,,4.0,,
o10181,0.62459906021023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8697,14.174870381027,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,,,,4.0,,,,,5.0,,,,,,4.0
o8923,11.408929860795,,,,,,,,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,
o4503,1.5364302493154,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
o8749_b,7.4365409338068,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,4.0
t114,0.45015429331486,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o8833,14.948079974225,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,5.0,,4.0,,4.0,5.0,,,,,,5.0
ode_1.13_858,0.56882078166288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t287,0.039351108435946,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,4.0,
rib_1.10.02485,0.3964197493507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8580,6.1956719988238,4.0,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,4.0,,3.0,3.0,,4.0,,,,,,,4.0,,,,,,5.0
o2107,1.3893923824411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t176,0.4038264468294,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
ros_3.1_03500,0.40230271014424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aal1.1.0299n2,1.2998456056973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.e-1260-010,6.0845972812452,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,4.0,,4.0
o8687_e,0.41633096744707,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o6617,4.3427791454973,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,5.0,
o3010,1.1280586569502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t159,0.47214068194522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.03326,0.26262255078273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.12_1975,0.035328062118004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8414,7.0359253577811,,,,,,,,4.0,4.0,4.0,4.0,5.0,,,,2.0,3.0,3.0,,,4.0,,,4.0,,,4.0,5.0
o8863_x,5.8220597573695,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,,3.0,4.0,,,3.0,,,,,,,,,,,4.0,,
ros_2.2_09660,0.037658408957683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t292,0.08303905148771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aar_1.11.00687,0.36326515135431,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o7394_x,9.406602420147,,,,,,,,,,,,,,,,3.0,,,3.0,,,4.0,,,,,3.0,
aal1.2.2433,0.020007462252663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t465,0.076267808433374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8788_a,0.40180447076565,,,,,,,3.0,,,,3.0,,,,2.0,,,,,,,,,,,4.0,,
1.5.f-0725-010,0.54594789179846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_3.1_06020,0.23282621077988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4732,1.6965612795763,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,,4.0,4.0,4.0,4.0,4.0,,4.0,
ros_3.1_03140,0.26837659859157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_179,0.55432733800293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.12_453,0.87976427577544,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
o10455,0.13580250924105,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,,,,,,,5.0,,,,,,,,
o10427_v,0.42305734487882,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
o5199,0.60925408517877,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
rib_1.10.00629,0.90244262652731,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
aal1.2.2566,0.69747143804627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5863,0.59185375060251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6608,0.65931802234514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.15_572,0.24404783930558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o1074_x,1.6949717687133,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,
rin_1.4_00093,1.0531737031712,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
ros_2.4_05220,0.2783976718333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.8.03354,0.85743667103931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.4_03360,0.49514551979067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2467,0.59791748608475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8717_b,14.754715234248,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,,,2.0,3.0,,,,,,5.0,,
1.5.b-0335-010,0.1757093180608,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
o2128,1.096781045308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t283,0.016635692259138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t63_y,0.60511552248199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10221,18.790343632217,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,5.0,3.0,,,,,,,,5.0
t167,0.11779691162027,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
rin_1.2_00242,0.7147590766003,,,,,,3.0,,,,3.0,,,,2.0,,,,,,,4.0,,,,,,,
rib_1.8.00226n,0.61175547797814,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
t225,0.056819615042751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.13_321,0.19824742377112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5224_x,9.6430116213995,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,,,,,4.0
ode_1.12_621,0.082466486395076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3066,0.85438988224095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t224,0.065396470987039,3.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
t235,0.23424843419691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8614,13.435232578252,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,,,4.0,,,,,,5.0,,,
o3971_a,0.3356980877945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3873,0.53315784650004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t400,0.24655732929381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6344,11.053108557082,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,3.0,,,,4.0,,,,,3.0
o8546,7.0029261411099,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o7571,0.68198377962757,,,,,,,,3.0,,,,3.0,,,,4.0,,,,,,,,,,4.0,,
o5411,1.047419085403,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,
o7573,0.84167745158366,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,
o8133_l,7.2235955017081,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,5.0
1.5.f-1510-010,0.24522277926894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10504_d,0.46162747345174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.05009,0.50162407974638,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,
1.5.c-0405-010,0.32664152629336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.00402,0.74967332293051,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
ros_2.4_08640,0.27786611218596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.14_285,0.27716348594103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_1999,1.1741179352782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t28,0.22850752650344,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
t238,0.12715677405004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.00440,0.9812665054351,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
ros_3.1_02700,0.4689973006294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t220,0.32138006284178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8184_t_x,7.3234733811867,,,,,,,,,,,4.0,,,,,,4.0,,,4.0,,4.0,4.0,,,4.0,,4.0
o8746b,10.718480570489,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,,,,,5.0,,,,,,5.0,
nyk_2.6_3419,0.30647550831972,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
nyk_2.5_38d,0.072845994335121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.4_01080,0.38442464081621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t25,0.46936292352388,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0
o7542,0.55052677142921,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
o10220,6.5140709991868,,,,,,,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0
t75,0.26347568041109,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,
o5821,0.60062607251889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7910,14.972045583379,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
o7874,0.62914728979151,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0
o10427_g,0.93748622036915,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
1.5.b-0280-010,0.65665075632746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_1780,0.22940966945659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.11.01831,0.28103212225242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3759,1.0591638474687,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,
o4614,0.51583371712861,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
o4129,1.0921739359508,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,3.0
rib_1.10.02194,0.65854124234636,,,,,,,,,,4.0,4.0,,,,,4.0,,,,,,,,,,,,
rib_1.10.00824,1.0410044737252,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
rib_1.10.01195,0.75837948895656,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
ode_1.15_79,0.9373201452827,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
o3456,0.92571125614327,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,
o6775,11.731604881043,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0
o7520_a,1.739303631913,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
t108,0.20467427476273,,,,2.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,,,,,,,3.0,,
o8746_a,14.82921920119,2.0,3.0,3.0,3.0,4.0,,,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,3.0,,,,,,4.0,,4.0,4.0
o4001_b,1.6541993969683,,,,,,,,,,,4.0,,,,,,,,,,,,,,5.0,,,
o10550a,13.191916760459,4.0,4.0,4.0,4.0,,,,4.0,5.0,5.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,,,,,5.0,,,
o9279_b,1.1144980143197,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
rin_1.4_00045,0.43911338062543,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
ode_1.13_299,0.87582431562709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8258_a,7.8907743273422,3.0,3.0,3.0,4.0,4.0,4.0,,,,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,
ros_2.2_03860,0.402758999332,,,,4.0,,4.0,,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,4.0,,
o7493,0.50384401282653,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
o9877,0.8768312864761,,,,,,,2.0,,2.0,,3.0,,2.0,,2.0,,,,2.0,,,2.0,,,2.0,,,2.0
o8768_c,0.49549931120711,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
ode_1.12_221,0.28477958692929,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,
o8751_a,10.812087314396,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,5.0,4.0,,5.0,,5.0,5.0,4.0,5.0,,5.0,,5.0,4.0,5.0,4.0
nyk_2.5_1357,0.23951724025682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.1_07620,0.10779635720567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.c-0465-020,5.0651017864396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6800,0.92787246090283,,,,,,,3.0,,,,,,,,,,,,,,,,,,4.0,,,
o4521,1.1488036682842,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
aal1.3.0008,0.016368381647671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10385_g,8.608633327049,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
ode_1.12_121,0.3321610297184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5440,0.68731950425591,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
1.5.c-0285-010,1.122170107132,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o10365_a,18.860568730569,4.0,4.0,5.0,4.0,4.0,4.0,,,,,5.0,,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
t435,0.39648718457084,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
o6695,1.4730555928564,,,,4.0,,,,,3.0,,,,3.0,,,,,,,,4.0,,,,,,5.0,
t369,0.089703808626317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3176,21.04857873972,,,,,,,,2.0,,,,2.0,,,,3.0,2.0,,,,,,,,,2.0,,
t315,0.26521184801417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aal1.2.9000,0.45322528742081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6089,10.15589882434,3.0,3.0,,3.0,,3.0,,,,,,3.0,,,,,,4.0,,,4.0,,,,,,4.0,
t257,0.24295050503216,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
t61_y,0.52597206533179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2697,0.59078051648846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8029,9.9882724895748,,,,,,,,,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,,,4.0,,,,,,4.0
o5315,8.4181093725404,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
