v,t,N,age,D age,y,ln y
1,1990,72729.0,35.7856523,0,5.948433244729335,1.7831278646691266
1,1991,74215.0,36.0433398,0,5.9252607697499995,1.7792246978248571
1,1992,75501.0,36.29811343,0,5.881574049367441,1.7718244215571495
1,1993,76730.0,36.53314128,0,5.833663974949465,1.763645272074936
1,1994,77756.0,36.74615409,0,5.961306818318318,1.785289721860751
1,1995,78747.0,36.99071458,0,6.007421054085294,1.7929955473162218
1,1996,79819.0,37.14716508,0,6.0120207630302165,1.7937609254826048
1,1997,80945.0,37.34197704,0,6.100180356752112,1.808318337422854
1,1998,82030.0,37.48773253,0,6.19302585624343,1.8234237970228468
1,1999,83271.0,37.64256468,0,6.252283272137652,1.832946720575937
1,2000,83731.0,37.81843898,0,6.366400248034122,1.8510341996503972
1,2001,84535.0,37.94409086,0,6.455049746438462,1.864862730920879
1,2002,85319.0,38.07840703,0,6.446466812382979,1.8635321996949479
1,2003,86013.0,38.21863621,0,6.411342801602943,1.8580687344230462
1,2004,86855.0,38.38904779,0,6.482806182618183,1.8691534694970262
1,2005,87838.0,38.50702688,0,6.6183585981499995,1.889847393306459
1,2006,89455.0,38.63099199,0,6.68881508278972,1.9004367407832523
1,2007,90270.0,38.81752502,0,6.869282179283584,1.9270596144991436
1,2008,90960.0,39.06459271,0,6.710485021602664,1.903671231769582
1,2009,92139.0,39.30581053,0,6.560906034605264,1.881128708450285
1,2010,92811.0,39.54957509,0,6.711274164495177,1.9037888233434557
1,2011,93328.0,39.81276463,0,6.584274767416059,1.884684195100595
1,2012,93713.0,40.12310189,0,6.560987564959267,1.8811411350643839
1,2013,94464.0,40.45503221,0,6.61207468260606,1.8888974749049805
1,2014,95058.0,40.75922245,0,6.71821955297992,1.9048231719570494
1,2015,95746.0,41.06502993,0,6.898854847598,1.9313554337134138
1,2016,96375.0,41.25163927,0,6.99878988505683,1.9457372605476466
1,2017,97113.0,41.4672801,0,7.063951709009861,1.9550046270679098
1,2018,97747.0,41.72458561,0,7.129035469,1.96417594743522
1,2019,98381.0,41.98189111999999,0,7.193108219126213,1.9731233758333826
1,2020,99015.0,42.23919662999999,0,7.284263715746613,1.9857163660077064
2,1990,37934.0,36.77170606,0,5.306065566810373,1.6688506127463185
2,1991,38637.0,36.96340675,0,5.291173905101266,1.666040131478858
2,1992,39200.0,37.11291655,0,5.287612917327133,1.6653668996672324
2,1993,39453.0,37.28696794,0,5.292493609984686,1.6662895166543426
2,1994,39676.0,37.45486137,0,5.442362407201202,1.6942132326312818
2,1995,40154.0,37.60049004,0,5.513419485617646,1.7071850269754172
2,1996,40497.0,37.7126626,0,5.541376303510791,1.712242900142116
2,1997,40796.0,37.90783683,0,5.607513719667606,1.7241074340730953
2,1998,41246.0,38.0330238,0,5.7006202952835405,1.740574992653586
2,1999,41663.0,38.17011294,0,5.7616393302159254,1.7512220401554768
2,2000,42023.0,38.30855536,0,5.824647549146982,1.762098491036958
2,2001,42235.0,38.41201628,0,5.9449301011692315,1.7825387724906523
2,2002,42443.0,38.63720328,0,5.946583634650813,1.782816875603338
2,2003,42754.0,38.79414167,0,5.890737934134805,1.7733812757470748
2,2004,43211.0,38.97360812,0,5.95778346184,1.7846985095285801
2,2005,43793.0,39.08134067,0,6.037758423500001,1.7980328211268484
2,2006,44346.0,39.14890974,0,6.1812143037406555,1.8215147414465327
2,2007,44766.0,39.26576489,0,6.317399655377727,1.8433076765573475
2,2008,44839.0,39.48403618,0,6.18720648901221,1.8224836906504416
